caller	callee
cmodel_max_polygons	codo_debug
cmodel_max_polygons	codo_realloc
cmodel_max_vertices	__sprintf_chk@plt
cmodel_max_vertices	codo_debug
cmodel_max_vertices	codo_malloc
cmodel_max_vertices	codo_realloc
cmodel_new_polygon	__sprintf_chk@plt
cmodel_new_polygon	cmodel_max_vertices
cmodel_new_polygon	codo_debug
cmodel_new_polygon	codo_realloc
cmodel_new_polygon	cpoly_set_num_vertices
cmodel_new_polygon	memcpy@plt
cmodel_new_quad	__sprintf_chk@plt
cmodel_new_quad	codo_debug
cmodel_new_quad	codo_realloc
cmodel_new_quad	cpoly_set_num_vertices
cmodel_new_triangle	__sprintf_chk@plt
cmodel_new_triangle	codo_debug
cmodel_new_triangle	codo_realloc
cmodel_new_triangle	cpoly_set_num_vertices
cmodel_new_vertex	__sprintf_chk@plt
cmodel_new_vertex	codo_debug
cmodel_new_vertex	codo_malloc
cmodel_new_vertex	codo_realloc
cmusic_load	codo_destroy_xm
cmusic_load	codo_load_xm
cmusic_load	codo_lock_audio_plat
cmusic_load	codo_unlock_audio_plat
cmusic_load_from_file	codo_destroy_xm
cmusic_load_from_file	codo_load_xm_from_file
cmusic_load_from_file	codo_lock_audio_plat
cmusic_load_from_file	codo_unlock_audio_plat
cmusic_play	codo_get_time
cmusic_play	codo_lock_audio_plat
cmusic_play	codo_mix_xm_init
cmusic_play	codo_unlock_audio_plat
cmusic_play	codo_update_music_fading
cmusic_stop	codo_get_time
cmusic_stop	codo_lock_audio_plat
cmusic_stop	codo_unlock_audio_plat
codearith	freeexp.isra.6.part.7
codearith	luaK_code
codearith	luaK_exp2RK
codearith	luaO_arith
codo_add_guie	codo_memset
codo_add_guie	cpod_get_free_item
codo_allocate_buffer_size	malloc@plt
codo_allocate_buffer_size	memset@plt
codo_allocate_buffer_size	realloc@plt
codo_any_sound_is_playing	codo_lock_audio_plat
codo_any_sound_is_playing	codo_unlock_audio_plat
codo_apply_matrix_inverse	__stack_chk_fail@plt
codo_audio_rec	codo_create_buffer
codo_backup_ctext	codo_create_buffer
codo_backup_ctext	codo_fwrite
codo_backup_ctext	codo_fwrite_int32
codo_backup_ctext	strlen@plt
codo_backup_ctext_allow_view	codo_create_buffer
codo_backup_ctext_allow_view	codo_fwrite
codo_backup_ctext_allow_view	codo_fwrite_int32
codo_backup_ctext_allow_view	strlen@plt
codo_backup_ctext_if_editing_newline	codo_create_buffer
codo_backup_ctext_if_editing_newline	codo_fwrite
codo_backup_ctext_if_editing_newline	codo_fwrite_int32
codo_backup_ctext_if_editing_newline	codo_push_undo_state
codo_backup_ctext_if_editing_newline	strlen@plt
codo_blit	codo_blit_to_video_plat
codo_blit	codo_clip
codo_blit	codo_create_bitmap
codo_blit	codo_destroy_bitmap
codo_blit	codo_get_preblit_scale
codo_blit	codo_stretch_blit
codo_blit	memcpy@plt
codo_blit_back_page	codo_blit
codo_blit_to_video_plat	SDL_CreateTexture@plt
codo_blit_to_video_plat	SDL_DestroyTexture@plt
codo_blit_to_video_plat	SDL_GetWindowSurface@plt
codo_blit_to_video_plat	SDL_LockSurface@plt
codo_blit_to_video_plat	SDL_RenderClear@plt
codo_blit_to_video_plat	SDL_RenderCopy@plt
codo_blit_to_video_plat	SDL_RenderPresent@plt
codo_blit_to_video_plat	SDL_UnlockSurface@plt
codo_blit_to_video_plat	SDL_UpdateTexture@plt
codo_blit_to_video_plat	SDL_UpdateWindowSurface@plt
codo_blit_to_video_plat	__sprintf_chk@plt
codo_blit_to_video_plat	__stack_chk_fail@plt
codo_blit_to_video_plat	codo_create_bitmap
codo_blit_to_video_plat	codo_destroy_bitmap
codo_blit_to_video_plat	codo_draw_text
codo_blit_to_video_plat	codo_draw_text_phat
codo_blit_to_video_plat	codo_get_fps
codo_blit_to_video_plat	codo_rectfill
codo_blit_to_video_plat	get_dest_rect
codo_blit_to_video_plat	memcpy@plt
codo_blit_to_video_plat	memset@plt
codo_blit_voxmap	codo_blit
codo_box	codo_line3d
codo_boxfill	codo_memset
codo_calloc	malloc@plt
codo_calloc	memset@plt
codo_choose_display	SDL_GetDisplayMode@plt
codo_choose_display	SDL_GetDisplayName@plt
codo_choose_display	SDL_GetNumDisplayModes@plt
codo_choose_display	SDL_GetNumVideoDisplays@plt
codo_choose_display	__stack_chk_fail@plt
codo_choose_display	__stpcpy_chk@plt
codo_choose_display	strstr@plt
codo_clear_anim	canim_destroy_actor.part.1
codo_clear_bitmap	codo_memset
codo_clear_undo_stack	codo_clear_buffer
codo_config_default	codo_memset
codo_config_load	__sprintf_chk@plt
codo_config_load	__stack_chk_fail@plt
codo_config_load	codo_debug
codo_config_load	codo_destroy_buffer
codo_config_load	codo_fix_path_string
codo_config_load	codo_fopen_vdisk
codo_config_load	codo_free
codo_config_load	codo_load_file
codo_config_load	codo_malloc
codo_config_load	codo_memset
codo_config_load	codo_prefix_with_appdata_path
codo_config_load	codo_prefix_with_program_path
codo_config_load	codo_sha1
codo_config_load	codo_split_filename_ex.part.0
codo_config_load	codo_strcasestr
codo_config_load	fclose@plt
codo_config_load	feof@plt
codo_config_load	fgetc@plt
codo_config_load	fgets@plt
codo_config_load	fopen@plt
codo_config_load	sscanf@plt
codo_config_load	strlen@plt
codo_config_load	strncmp@plt
codo_config_load	strncpy@plt
codo_config_load	vdisk_file_owned
codo_config_save	__fprintf_chk@plt
codo_config_save	__sprintf_chk@plt
codo_config_save	__stack_chk_fail@plt
codo_config_save	codo_debug
codo_config_save	codo_destroy_buffer
codo_config_save	codo_free
codo_config_save	codo_fwrite.constprop.11
codo_config_save	codo_get_windowed
codo_config_save	codo_load_file
codo_config_save	codo_malloc
codo_config_save	codo_memset
codo_config_save	codo_prefix_with_appdata_path
codo_config_save	codo_sha1
codo_config_save	codo_split_filename_ex.part.0
codo_config_save	codo_strcasestr
codo_config_save	fclose@plt
codo_config_save	fopen@plt
codo_config_save	fputc@plt
codo_config_save	fwrite@plt
codo_config_save	strlen@plt
codo_config_save	vdisk_file_owned
codo_convert_bitmap	codo_blit
codo_copy_file	codo_free
codo_copy_file	codo_malloc
codo_copy_file	fclose@plt
codo_copy_file	feof@plt
codo_copy_file	fopen@plt
codo_copy_file	fread@plt
codo_copy_file	fwrite@plt
codo_count_joystick_buttons	SDL_NumJoysticks@plt
codo_create_anim	codo_malloc
codo_create_anim_channel	codo_malloc
codo_create_bitmap	codo_malloc
codo_create_bitmap	codo_memset
codo_create_buffer	malloc@plt
codo_create_buffer	memset@plt
codo_create_ctext	codo_backup_ctext
codo_create_ctext	codo_calloc
codo_create_ctext	codo_create_buffer
codo_create_ctext	codo_create_undo_stack
codo_create_material	codo_malloc
codo_create_model	codo_malloc
codo_create_mouse_bmp	codo_clear_bitmap
codo_create_mouse_bmp	codo_create_bitmap
codo_create_mouse_bmp	codo_destroy_bitmap
codo_create_mouse_bmp	codo_rectfill
codo_create_music	codo_malloc
codo_create_music	codo_memset
codo_create_osx_launch_html_string	__sprintf_chk@plt
codo_create_osx_launch_html_string	codo_memset
codo_create_osx_launch_html_string	strlen@plt
codo_create_palette	codo_malloc
codo_create_pea_pod	codo_calloc
codo_create_pea_pod	codo_malloc
codo_create_pea_pod	codo_realloc
codo_create_pico8_cart	codo_calloc
codo_create_pico8_cart	codo_create_bitmap
codo_create_pico8_cart	codo_create_undo_stack
codo_create_pico8_cart	codo_malloc
codo_create_pico8_cart	memset@plt
codo_create_pod	codo_calloc
codo_create_pod	codo_realloc
codo_create_poly	codo_malloc
codo_create_poly	codo_realloc
codo_create_poly	memcpy@plt
codo_create_sound	codo_malloc
codo_create_synth	codo_calloc
codo_create_thread	SDL_CreateThread@plt
codo_create_thread	codo_calloc
codo_create_undo_stack	codo_calloc
codo_create_undo_stack	codo_create_buffer
codo_create_voxmap	codo_malloc
codo_create_voxmap	codo_memset
codo_create_xm	codo_malloc
codo_create_xm	codo_memset
codo_debug	__fprintf_chk@plt
codo_debug	codo_get_time
codo_debug	fflush@plt
codo_debug	fputs@plt
codo_debug	fwrite@plt
codo_debug	strlen@plt
codo_destroy_anim	canim_destroy_actor.part.1
codo_destroy_anim	codo_free
codo_destroy_anim_channel	codo_free
codo_destroy_bitmap	codo_free
codo_destroy_cpoly	codo_free
codo_destroy_ctext	codo_destroy_buffer
codo_destroy_ctext	codo_destroy_undo_stack
codo_destroy_material	codo_free
codo_destroy_model	codo_free
codo_destroy_music	codo_destroy_xm
codo_destroy_music	codo_lock_audio_plat
codo_destroy_music	codo_unlock_audio_plat
codo_destroy_palette	codo_free
codo_destroy_pico8_cart	codo_destroy_bitmap
codo_destroy_pico8_cart	codo_destroy_buffer
codo_destroy_pico8_cart	codo_destroy_undo_stack
codo_destroy_pico8_cart	codo_free
codo_destroy_pico8_cart	codo_stop_pico8_song
codo_destroy_pico8_cart	codo_stop_sfx
codo_destroy_pico8_cart	memset@plt
codo_destroy_pod	codo_debug
codo_destroy_pod	codo_destroy_anim
codo_destroy_pod	codo_destroy_bitmap
codo_destroy_pod	codo_destroy_material
codo_destroy_pod	codo_destroy_model
codo_destroy_pod	codo_destroy_palette
codo_destroy_pod	codo_destroy_pod
codo_destroy_pod	codo_destroy_sound
codo_destroy_pod	codo_destroy_synth
codo_destroy_pod	codo_destroy_voxmap
codo_destroy_pod	codo_fclose
codo_destroy_pod	codo_free
codo_destroy_pod	codo_memset
codo_destroy_sound	codo_free
codo_destroy_sound	codo_lock_audio_plat
codo_destroy_sound	codo_unlock_audio_plat
codo_destroy_stable	codo_free
codo_destroy_synth	codo_destroy_sound
codo_destroy_synth	codo_free
codo_destroy_synth	codo_stop_sound
codo_destroy_thread	SDL_DetachThread@plt
codo_destroy_undo_stack	codo_destroy_buffer
codo_destroy_voxmap	codo_free
codo_destroy_xm	codo_free
codo_determine_cart_version	strstr@plt
codo_directory_exists	__stack_chk_fail@plt
codo_directory_exists	closedir@plt
codo_directory_exists	codo_find_next
codo_directory_exists	codo_strcpy
codo_directory_exists	opendir@plt
codo_draw_mouse_cursor	__stack_chk_fail@plt
codo_draw_mouse_cursor	codo_draw_sprite
codo_draw_mouse_cursor	codo_get_mouse
codo_draw_sprite	codo_blit_to_video_plat
codo_draw_sprite32	codo_blend32
codo_draw_sprite_col	codo_clip
codo_draw_sprite_pal	codo_clip
codo_draw_sprite_shadow	codo_clip
codo_draw_text	codo_draw_sprite
codo_draw_text	codo_draw_sprite_col
codo_draw_text_c	codo_draw_sprite
codo_draw_text_c	codo_draw_sprite_col
codo_draw_text_ex	codo_draw_sprite
codo_draw_text_ex	codo_draw_sprite_col
codo_draw_text_ex	codo_draw_text_ex.part.1
codo_draw_text_ex.part.1	codo_draw_sprite
codo_draw_text_ex.part.1	codo_draw_sprite_col
codo_draw_text_ex.part.1	codo_draw_text_ex.part.1
codo_draw_text_phat	codo_draw_text_ex.part.1
codo_draw_voxmap	codo_blit_to_video_plat
codo_draw_voxmap	codo_draw_sprite32
codo_draw_voxmap	codo_draw_sprite8
codo_exit	codo_exit.part.1
codo_exit.part.1	__sprintf_chk@plt
codo_exit.part.1	cmusic_stop
codo_exit.part.1	codo_config_save
codo_exit.part.1	codo_debug
codo_exit.part.1	codo_gui_exit
codo_exit.part.1	codo_joystick_exit
codo_exit.part.1	codo_keys_exit
codo_exit.part.1	codo_main_exit
codo_exit.part.1	codo_sound_exit
codo_exit.part.1	codo_system_exit
codo_exit.part.1	codo_text_exit
codo_exit.part.1	codo_video_exit
codo_exit.part.1	fclose@plt
codo_fatal_error	__printf_chk@plt
codo_fatal_error	__sprintf_chk@plt
codo_fatal_error	checkSDLError
codo_fatal_error	codo_debug
codo_fatal_error	codo_exit
codo_fatal_error	exit@plt
codo_fatal_error	fflush@plt
codo_fclose	codo_free
codo_fclose	fclose@plt
codo_fclose	vdisk_file_owned
codo_fgets	feof@plt
codo_fgets	fgetc@plt
codo_fgets_sensitive	feof@plt
codo_fgets_sensitive	fgetc@plt
codo_file_exists	codo_fclose
codo_file_exists	codo_fopen
codo_find_close	closedir@plt
codo_find_first	codo_strcpy
codo_find_first	opendir@plt
codo_find_first	strlen@plt
codo_find_next	__sprintf_chk@plt
codo_find_next	__stack_chk_fail@plt
codo_find_next	__xstat@plt
codo_find_next	codo_memset
codo_find_next	codo_strcpy
codo_find_next	readdir@plt
codo_find_next	strcasecmp@plt
codo_find_next	strlen@plt
codo_floodfill	codo_free
codo_floodfill	codo_malloc
codo_floodfill	memcpy@plt
codo_fopen	codo_free
codo_fopen	codo_is_legal_filename
codo_fopen	codo_malloc
codo_fopen	codo_memset
codo_fopen	fopen@plt
codo_fopen_memory	codo_malloc
codo_fopen_memory	codo_memset
codo_fopen_vdisk	__sprintf_chk@plt
codo_fopen_vdisk	__stack_chk_fail@plt
codo_fopen_vdisk	codo_create_buffer
codo_fopen_vdisk	codo_split_filename
codo_fopen_vdisk	codo_strcpy
codo_fopen_vdisk	strcmp@plt
codo_fprintf_1d	__sprintf_chk@plt
codo_fprintf_1d	__stack_chk_fail@plt
codo_fprintf_1d	codo_allocate_buffer_size
codo_fprintf_1d	codo_memset
codo_fprintf_1d	fwrite@plt
codo_fprintf_1d	memcpy@plt
codo_fprintf_1s	__sprintf_chk@plt
codo_fprintf_1s	codo_allocate_buffer_size
codo_fprintf_1s	codo_calloc
codo_fprintf_1s	codo_free
codo_fprintf_1s	fwrite@plt
codo_fprintf_1s	memcpy@plt
codo_fprintf_1s	strlen@plt
codo_fprintf_4x	__sprintf_chk@plt
codo_fprintf_4x	__stack_chk_fail@plt
codo_fprintf_4x	codo_allocate_buffer_size
codo_fprintf_4x	codo_memset
codo_fprintf_4x	fwrite@plt
codo_fprintf_4x	memcpy@plt
codo_fread	fread@plt
codo_fread	memcpy@plt
codo_fread.constprop.13	fread@plt
codo_fread.constprop.13	memcpy@plt
codo_fread.constprop.14	fread@plt
codo_fread.constprop.14	memcpy@plt
codo_fread_float	__memcpy_chk@plt
codo_fread_float	__stack_chk_fail@plt
codo_fread_float	fread@plt
codo_fread_int16	__memcpy_chk@plt
codo_fread_int16	__stack_chk_fail@plt
codo_fread_int16	fread@plt
codo_fread_int16s	memcpy@plt
codo_fread_int32	__memcpy_chk@plt
codo_fread_int32	__stack_chk_fail@plt
codo_fread_int32	fread@plt
codo_fread_int32s	memcpy@plt
codo_fread_int8	__memcpy_chk@plt
codo_fread_int8	__stack_chk_fail@plt
codo_fread_int8	fread@plt
codo_fread_lz4	LZ4_decompress_safe
codo_fread_lz4	__memcpy_chk@plt
codo_fread_lz4	__stack_chk_fail@plt
codo_fread_lz4	codo_malloc
codo_fread_lz4	fread@plt
codo_fread_lz4	memcpy@plt
codo_fread_uint16	__memcpy_chk@plt
codo_fread_uint16	__stack_chk_fail@plt
codo_fread_uint16	fread@plt
codo_fread_uint32	__memcpy_chk@plt
codo_fread_uint32	__stack_chk_fail@plt
codo_fread_uint32	fread@plt
codo_fread_uint8	__memcpy_chk@plt
codo_fread_uint8	__stack_chk_fail@plt
codo_fread_uint8	fread@plt
codo_free	__printf_chk@plt
codo_free	__sprintf_chk@plt
codo_free	fflush@plt
codo_fwrite	codo_allocate_buffer_size
codo_fwrite	codo_memset
codo_fwrite	fwrite@plt
codo_fwrite	memcpy@plt
codo_fwrite.constprop.10	codo_allocate_buffer_size
codo_fwrite.constprop.10	codo_memset
codo_fwrite.constprop.10	fwrite@plt
codo_fwrite.constprop.10	memcpy@plt
codo_fwrite.constprop.11	codo_allocate_buffer_size
codo_fwrite.constprop.11	codo_memset
codo_fwrite.constprop.11	fwrite@plt
codo_fwrite.constprop.11	memcpy@plt
codo_fwrite_float	codo_allocate_buffer_size
codo_fwrite_float	fwrite@plt
codo_fwrite_int16	codo_allocate_buffer_size
codo_fwrite_int16	fwrite@plt
codo_fwrite_int16s	codo_allocate_buffer_size
codo_fwrite_int16s	codo_memset
codo_fwrite_int16s	memcpy@plt
codo_fwrite_int32	codo_allocate_buffer_size
codo_fwrite_int32	fwrite@plt
codo_fwrite_int32s	codo_allocate_buffer_size
codo_fwrite_int32s	codo_memset
codo_fwrite_int32s	memcpy@plt
codo_fwrite_int8	codo_allocate_buffer_size
codo_fwrite_int8	fwrite@plt
codo_fwrite_lz4	LZ4_compressHC
codo_fwrite_lz4	__stack_chk_fail@plt
codo_fwrite_lz4	codo_allocate_buffer_size
codo_fwrite_lz4	codo_free
codo_fwrite_lz4	codo_malloc
codo_fwrite_lz4	codo_memset
codo_fwrite_lz4	fwrite@plt
codo_fwrite_lz4	memcpy@plt
codo_fwrite_uint16	codo_allocate_buffer_size
codo_fwrite_uint16	fwrite@plt
codo_fwrite_uint32	codo_allocate_buffer_size
codo_fwrite_uint32	fwrite@plt
codo_fwrite_uint8	codo_allocate_buffer_size
codo_fwrite_uint8	fwrite@plt
codo_get_clipboard_text	SDL_GetClipboardText@plt
codo_get_clipboard_text	SDL_free@plt
codo_get_clipboard_text	codo_malloc
codo_get_clipboard_text	memcpy@plt
codo_get_clipboard_text	strlen@plt
codo_get_ctextfield_pos_for_cursor	strlen@plt
codo_get_date	__stack_chk_fail@plt
codo_get_date	codo_debug
codo_get_date	localtime@plt
codo_get_date	time@plt
codo_get_datetime	__stack_chk_fail@plt
codo_get_datetime	gmtime@plt
codo_get_datetime	localtime@plt
codo_get_datetime	sscanf@plt
codo_get_datetime	strftime@plt
codo_get_datetime	time@plt
codo_get_elapsed_time	codo_get_time
codo_get_filename_without_path	strlen@plt
codo_get_joystick	SDL_GameControllerGetAttached@plt
codo_get_joystick	SDL_GameControllerGetButton@plt
codo_get_joystick	SDL_JoystickGetButton@plt
codo_get_joystick	SDL_NumJoysticks@plt
codo_get_joystick	__sprintf_chk@plt
codo_get_joystick	codo_debug
codo_get_joystick	codo_get_joystick_axes
codo_get_joystick_axes	SDL_GameControllerGetAttached@plt
codo_get_joystick_axes	SDL_GameControllerGetAxis@plt
codo_get_joystick_axes	SDL_JoystickGetAxis@plt
codo_get_joystick_axes	SDL_NumJoysticks@plt
codo_get_joystick_axes	__printf_chk@plt
codo_get_joystick_axes	__sprintf_chk@plt
codo_get_joystick_axes	codo_debug
codo_get_key_name	SDL_GetScancodeName@plt
codo_get_key_name	__strcpy_chk@plt
codo_get_key_state	codo_get_key_state
codo_get_keyboard_string_ex.part.3	codo_blit
codo_get_keyboard_string_ex.part.3	codo_blit_back_page
codo_get_keyboard_string_ex.part.3	codo_clear_bitmap
codo_get_keyboard_string_ex.part.3	codo_create_bitmap
codo_get_keyboard_string_ex.part.3	codo_destroy_bitmap
codo_get_keyboard_string_ex.part.3	codo_draw_sprite
codo_get_keyboard_string_ex.part.3	codo_draw_sprite_col
codo_get_keyboard_string_ex.part.3	codo_handle_system_messages
codo_get_keyboard_string_ex.part.3	codo_readkey
codo_get_mouse	SDL_GetMouseState@plt
codo_get_mouse	SDL_GetWindowSize@plt
codo_get_mouse	__stack_chk_fail@plt
codo_get_mouse	codo_get_key_state
codo_get_mouse	get_dest_rect
codo_get_mouse_deltas	SDL_GetMouseState@plt
codo_get_mouse_deltas	SDL_GetWindowSize@plt
codo_get_mouse_deltas	__stack_chk_fail@plt
codo_get_mouse_deltas	codo_get_key_state
codo_get_mouse_deltas	get_dest_rect
codo_get_path_without_filename	strncpy@plt
codo_get_pico8_channel_sfx	codo_lock_audio_plat
codo_get_pico8_channel_sfx	codo_unlock_audio_plat
codo_get_pico8_mixer_state	codo_lock_audio_plat
codo_get_pico8_mixer_state	codo_unlock_audio_plat
codo_get_pico8_song_ticks	codo_lock_audio_plat
codo_get_pico8_song_ticks	codo_unlock_audio_plat
codo_get_pixel_perfect_plat	SDL_GetWindowSize@plt
codo_get_pixel_perfect_plat	__stack_chk_fail@plt
codo_get_preblit_scale	codo_get_pixel_perfect_plat
codo_get_sfx_playing_note	codo_lock_audio_plat
codo_get_sfx_playing_note	codo_unlock_audio_plat
codo_get_transformation_matrix	sincos@plt
codo_get_vector_rotation_matrix	sincos@plt
codo_get_vector_rotation_matrix	sqrtf@plt
codo_gui_add_ctext_field	codo_add_guie
codo_gui_add_ctext_field	codo_get_gui_element
codo_gui_add_ctext_field	codo_gui_set_keyboard_focus
codo_gui_broadcast	__stack_chk_fail@plt
codo_gui_broadcast	codo_get_mouse
codo_gui_clear	cpod_clear
codo_gui_init	codo_create_pea_pod
codo_gui_message	__stack_chk_fail@plt
codo_gui_message	codo_get_mouse
codo_handle_messages	codo_get_mouse
codo_handle_messages	codo_handle_system_messages
codo_handle_messages	codo_process_gui
codo_handle_messages	codo_update_music_fading
codo_handle_system_messages	SDL_Delay@plt
codo_handle_system_messages	SDL_GameControllerClose@plt
codo_handle_system_messages	SDL_GetKeyFromScancode@plt
codo_handle_system_messages	SDL_GetKeyboardFocus@plt
codo_handle_system_messages	SDL_GetKeyboardState@plt
codo_handle_system_messages	SDL_GetModState@plt
codo_handle_system_messages	SDL_GetTicks@plt
codo_handle_system_messages	SDL_GetWindowID@plt
codo_handle_system_messages	SDL_GetWindowSize@plt
codo_handle_system_messages	SDL_JoystickClose@plt
codo_handle_system_messages	SDL_PollEvent@plt
codo_handle_system_messages	SDL_RaiseWindow@plt
codo_handle_system_messages	SDL_ShowCursor@plt
codo_handle_system_messages	SDL_WarpMouseInWindow@plt
codo_handle_system_messages	__sprintf_chk@plt
codo_handle_system_messages	__stack_chk_fail@plt
codo_handle_system_messages	__strcpy_chk@plt
codo_handle_system_messages	codo_debug
codo_handle_system_messages	codo_exit
codo_handle_system_messages	codo_get_key_state
codo_handle_system_messages	codo_toggle_fullscreen
codo_handle_system_messages	connect_joystick.part.0
codo_handle_system_messages	exit@plt
codo_handle_system_messages	puts@plt
codo_has_clipboard_text	SDL_HasClipboardText@plt
codo_init	codo_init.part.2
codo_init.part.2	__sprintf_chk@plt
codo_init.part.2	__stack_chk_fail@plt
codo_init.part.2	codo_config_default
codo_init.part.2	codo_config_load
codo_init.part.2	codo_debug
codo_init.part.2	codo_get_time
codo_init.part.2	codo_gui_init
codo_init.part.2	codo_joystick_init
codo_init.part.2	codo_keys_init
codo_init.part.2	codo_memset
codo_init.part.2	codo_mouse_init
codo_init.part.2	codo_prefix_with_appdata_path
codo_init.part.2	codo_process_arguments
codo_init.part.2	codo_srand
codo_init.part.2	codo_strcpy
codo_init.part.2	codo_system_init
codo_init.part.2	codo_text_init
codo_init.part.2	codo_video_init
codo_init.part.2	fopen@plt
codo_init.part.2	update_sdl_window_title
codo_is_app_active	SDL_GetKeyboardFocus@plt
codo_is_legal_filename	__stack_chk_fail@plt
codo_is_legal_filename	codo_debug
codo_is_legal_filename	codo_split_filename_ex.part.0
