address	size	type	bind	section	name
0x53ae30	19	STT_FUNC	STB_LOCAL	13	SDL_HapticNumEffects_DEFAULT
0x53ae50	19	STT_FUNC	STB_LOCAL	13	SDL_HapticClose_DEFAULT
0x53ae70	19	STT_FUNC	STB_LOCAL	13	SDL_HapticOpenFromJoystick_DEFAULT
0x53ae90	19	STT_FUNC	STB_LOCAL	13	SDL_JoystickIsHaptic_DEFAULT
0x53aeb0	19	STT_FUNC	STB_LOCAL	13	SDL_HapticOpenFromMouse_DEFAULT
0x53aed0	19	STT_FUNC	STB_LOCAL	13	SDL_MouseIsHaptic_DEFAULT
0x53aef0	19	STT_FUNC	STB_LOCAL	13	SDL_HapticIndex_DEFAULT
0x53af10	17	STT_FUNC	STB_LOCAL	13	SDL_HapticOpened_DEFAULT
0x53af30	17	STT_FUNC	STB_LOCAL	13	SDL_HapticOpen_DEFAULT
0x53af50	17	STT_FUNC	STB_LOCAL	13	SDL_HapticName_DEFAULT
0x53af70	35	STT_FUNC	STB_LOCAL	13	SDL_LoadDollarTemplates_DEFAULT
